,SMILES,measurement_type,measurement_value,Kinase_name
9179,O=C1NCc2c1c1c3cc(C=CCn4ccnc4)ccc3n3c1c1c2c2cc(CO)ccc2n1CC(CO)C3,pIC50,8.52,JAK1
5871,Cc1cc(C)cc(Nc2nccc(-n3cc(C)c(CN4CCC(O)C4)c3)n2)c1,pIC50,6.46,JAK1
5114,COc1ccc(Cl)cc1-c1c(NC(=O)c2cnn3cccnc23)cnn1CCO,pKi,9.0,JAK2
5286,CS(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,8.4,JAK2
5062,COc1ccc(S(=O)(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,pIC50,8.52,JAK2
5565,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(CN5CCOCC5)cc4)nc23)cc1,pIC50,7.17,JAK3
6718,N#CCC(=O)N1CCCCC12CCN(c1c(Cl)cnc3[nH]ncc13)C2,pIC50,6.96,JAK1
2908,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4cc(Cc5ccc(N6C=CC=CC6)nc5)cnc4[nH]3)n[nH]c2c1,pIC50,8.85,JAK1
9433,c1cc[n+]2cc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)sc2c1,pIC50,6.13,TYK2
6734,O=c1[nH]ccc2c(NC3CCC3)ncnc12,pKi,6.89,JAK2
9647,Nc1nn2cccnc2c1C(=O)Nc1cn(C2CCN(Cc3ccccc3)CC2)nc1-c1cc(Cl)ccc1OC(F)F,pKi,9.37,JAK2
6355,Cc1ccnc2[nH]c3cc(C(C)C)ccc3c(=O)c12,pKi,6.2,JAK2
6256,Cc1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,pIC50,7.8,TYK2
1861,CC1CCCCN1c1nn(CC(C)(C)O)cc1NC(=O)c1cnn2cccnc12,pKi,6.39,TYK2
4536,CN(CC#N)CC1CCC(N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,8.26,JAK1
3433,CN(CCC#N)C(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.14,JAK3
10022,c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)oc3ncnc(NCCN4CCNCC4)c23)cc1,pIC50,6.02,JAK1
1424,CC1(N)CCC(Nc2c(C(N)=O)cnn3cc(N4CCOCC4=O)cc23)C1(C)C,pIC50,7.35,JAK3
8709,N#CC1CN(C(=O)OC(CF)CF)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,6.88,JAK2
8266,Brc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.21,JAK2
2567,C=C(C)C(=O)Nc1cc(C#N)cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,10.17,JAK1
5113,COc1ccc(Cl)cc1-c1c(NC(=O)c2c(N)nn3cccnc23)cnn1CC(N)=O,pKi,8.26,JAK3
7971,FC(F)(F)c1cccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1,pIC50,7.55,JAK2
3645,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)CO)CC2C1,pIC50,7.96,JAK3
3326,CN(C)c1ncc(-c2cnc3[nH]cc(C#N)c3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,9.65,JAK1
3310,CN(C)c1ccc(C=C2C(=O)Nc3ccc(C(=O)c4cccs4)cc32)cc1,pIC50,6.7,JAK1
1103,CC(C)S(=O)(=O)c1ccc(Nc2nn(C3(CC#N)CCC(N4CCC(F)(F)CC4)CC3)cc2C(N)=O)cc1,pIC50,6.11,JAK2
7424,N#CC1CCN(C2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,6.72,JAK2
8025,N#CCCc1cccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)c1,pIC50,7.14,JAK2
10527,O=C(Nc1cn(CC(=O)N2CC3CN(CCCOC(=O)C4CCC4)CC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.07,JAK1
8314,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,pIC50,6.44,JAK1
1671,CC1(CN2CC3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)CC3C2)COC1,pKi,9.26,JAK1
7895,FC1(F)Oc2cccc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)c2O1,pIC50,7.41,JAK1
1415,COc1ccc(-c2cc3c(NC4CCC(C)(C(N)=O)C4(C)C)c(C(N)=O)cnn3c2)cn1,pIC50,9.52,JAK1
3084,CN(C)C(=O)CN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.39,JAK1
3535,CN(Cc1ccccc1CNc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,pIC50,7.01,JAK2
2877,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(C#N)nc3)C4)n[nH]c2c1,pIC50,8.72,JAK3
8474,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)CC(F)(F)F)CC1,pIC50,10.0,JAK1
9539,OC(CNC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1,pIC50,8.47,JAK1
4958,COc1cc(Nc2ncc(F)c(-c3cc4c(o3)CCN(S(C)(=O)=O)C4)n2)cc(OC)c1OC,pIC50,8.03,JAK1
4885,COCCOC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.15,JAK2
7735,Fc1cc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccc1C(F)(F)F,pIC50,7.52,JAK2
1966,CC1CN(C(=O)CC#N)C12CCCN(c1ncnc3[nH]ccc13)C2,pIC50,8.47,JAK1
4412,CN1CCN(c2ccc(Nc3nccc(-c4cc5c(o4)CCN(S(C)(=O)=O)C5)n3)cc2)CC1,pIC50,7.42,JAK1
6004,Cc1cc(Nc2nc(OC(C)c3ncc(F)cn3)c(F)c(N3CCOCC3)n2)n[nH]1,pIC50,7.7,JAK3
10075,c1ccc2c(c1)C1CCCCC1N2c1ncnc2[nH]ccc12,pIC50,6.68,JAK1
7156,OCCN(CCO)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.23,TYK2
7568,c1cc2c(ncn3nnc(C4CCN(Cc5cscn5)CC4)c23)[nH]1,pIC50,7.41,JAK1
5065,COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,pIC50,6.86,JAK2
2446,CCN1CN(C2CCC(CN(C)S(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.43,TYK2
9636,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccccc2)CC1,pIC50,8.22,JAK2
8774,N#CC1CCN(C(=O)OCC2CC2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,8.52,JAK1
7607,O=C1Nc2ccc([N+](=O)[O-])cc2C1=Cc1ccc[nH]1,pIC50,6.15,JAK3
9507,Nc1n[nH]c2c(-c3ccccn3)cn(-c3ccccc3Cl)c(=O)c12,pIC50,8.17,JAK2
497,CC(C)(C)OC(=O)N1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,pIC50,7.62,JAK1
1942,CC1CCN(C(=O)CC#N)CC1c1ncc2cnc3[nH]ccc3n12,pKi,8.5,JAK3
407,CC(C)(C)CNc1ncnc2c(=O)[nH]ccc12,pKi,6.15,JAK1
481,CN(C(=O)OC(C)(C)C)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.09,JAK2
41,C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCO)c3)ncc2Cl)c1,pIC50,7.49,JAK2
9574,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1,pKi,6.0,TYK2
1862,CC1CCCCN1c1nn(CC(C)(C)O)cc1NC(=O)c1cnn2cccnc12,pKi,6.62,JAK3
1265,CC(O)(c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cn1)C(F)(F)F,pIC50,7.96,JAK2
6239,Cc1ccc(N2CCN(S(=O)(=O)CC3CCC(N(C)c4ncnc5[nH]ccc45)CC3)CC2)nc1,pIC50,7.78,JAK1
6827,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,pKi,8.49,JAK3
8716,N#CC1CN(C(=O)OC2CCOCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,7.7,JAK1
7296,O=C1OCCC1NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.7,TYK2
6545,CN(c1nc(Nc2cnn(C)c2)ncc1Cl)C1CCC2(CC1)CCN(C(=O)CC#N)C2,pIC50,7.7,JAK1
6572,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)C(F)(F)F)CC4)n2)cn1,pIC50,8.3,JAK2
5583,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc4)nc23)cc1,pIC50,6.97,JAK2
5237,COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCOCC4)cc3)nc12,pIC50,7.05,JAK1
2487,CCNC(C)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.95,JAK1
849,Cn1c(=O)n(-c2cccc(-c3c(Cl)cc(C(N)=O)c4[nH]c5cc(C(C)(C)O)ccc5c34)c2Cl)c(=O)c2cccc(F)c21,pIC50,6.15,JAK2
8392,Clc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.72,JAK2
9959,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(S(=O)(=O)c2ccccc2)C1,pIC50,6.33,JAK2
7651,O=c1[nH]ccc2c3nc(-c4c(F)cccc4Cl)[nH]c3c3ccc(F)cc3c12,pIC50,9.7,JAK2
1438,CC1(N)CCC(Nc2c(C(N)=O)cnn3cc(-c4ccc(N5CCCC5)nc4)cc23)C1(C)C,pIC50,8.02,JAK3
5596,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(C5CCNCC5)c4)nc23)cc1,pIC50,7.42,JAK1
2882,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1,pIC50,7.53,TYK2
8877,Nc1ncc(-c2ccncc2)c2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,pKi,7.7,JAK2
1225,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,pKi,7.0,JAK2
5225,COc1ccccc1CNc1cccn2nc(Nc3cccnc3)nc12,pIC50,7.49,JAK2
3454,CN(CCCC(N)=O)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.84,JAK2
5455,CS(=O)(=O)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,9.05,JAK1
3913,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCS(=O)(=O)CC2)CC1,pIC50,7.35,JAK2
4022,CN1CC2CN(C(=O)Cn3cc(NC(=O)c4cnn5ccc(N)nc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2C1,pKi,9.02,JAK2
2707,C=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,pIC50,6.1,JAK2
3595,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)CC(F)(F)F)C1,pIC50,7.66,JAK1
9904,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(S(=O)(=O)C(F)(F)F)CC1,pIC50,9.15,JAK1
7916,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cncc(c2)COC1,pIC50,6.0,JAK1
5454,CS(=O)(=O)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.92,JAK2
4256,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2C(F)(F)F)c1,pIC50,7.74,JAK3
4116,CN1CCC(c2cccc(Nc3nc4c(-c5cccc(N(C)S(C)(=O)=O)c5)cccn4n3)c2)CC1,pIC50,6.67,JAK1
10029,Brc1cnc2[nH]cc(-c3ccccc3)c2c1,pKi,6.2,JAK2
3566,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)CC2CC(F)(F)C2)C1,pIC50,6.79,JAK2
4052,CN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,pIC50,7.85,TYK2
7950,Fc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,pIC50,8.12,JAK2
74,C=C(C)C(=O)Nc1cccc(-c2ncnc3[nH]cc(-c4ccc(F)cc4)c23)c1,pIC50,8.82,JAK3
2702,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C(C)=CCN(C)C)c3)c12,pIC50,8.18,JAK3
1058,CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,pIC50,6.68,JAK1
2213,CCC1CN(C(=O)C(C)(C)O)CCC1Nc1c(C(N)=O)cnn2cc(-c3ccnc(C)c3)cc12,pIC50,8.15,JAK3
7699,N#Cc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1,pIC50,7.11,JAK2
9526,O=C(Nc1cn(CC(=O)N2CCC(NC(c3ccccc3)C(F)(F)F)CC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,8.9,JAK2
1697,CC1(F)COCC1Nc1c(C(N)=O)cnn2cc(N3CCCC3=O)cc12,pIC50,7.82,JAK3
4335,CN1CCN(c2ccc(Nc3nc4c(OCc5ccccc5C#N)cccn4n3)cc2)CC1,pIC50,6.49,JAK3
3051,COc1ccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c(F)c1,pIC50,8.36,JAK2
5668,CS(=O)c1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,7.89,JAK2
7138,N#CCC(=O)N(CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)CC(F)(F)F,pIC50,8.47,JAK1
9279,C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1,pIC50,7.32,JAK2
10458,N#CC1CCN(c2n[nH]cc2NC(=O)c2cnn3cccnc23)CC1,pKi,6.64,TYK2
6120,CNC(=O)c1cnc(N)c2cc(-c3ccc(C)cc3)sc12,pIC50,6.05,TYK2
5886,Cc1cc(-c2cnc3cccc(-c4ccc(CN5CCS(=O)(=O)CC5)cc4)c3n2)ccc1C(=O)N1CCN(C)CC1,pIC50,6.63,JAK3
8229,Clc1ccc(CCNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.4,JAK3
3578,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1,pIC50,8.05,JAK1
7309,O=C1NOCC1NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.82,JAK3
3973,CN(c1ccc(S(=O)(=O)NC2COC2)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK1
2006,CC1CN(c2ccc(C#N)cn2)CC1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,pIC50,8.96,JAK3
5420,CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pIC50,6.89,JAK1
6091,Cc1ccc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CC(C)(C)C)C2)n1,pKi,11.08,JAK1
7147,N#CCCN(CCC#N)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.72,JAK2
941,CC(C)COC1CCCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,11.88,JAK1
2147,CCC1CN(C(=O)C2(C#N)CC2)CC1Nc1c(C(N)=O)cnn2cc(-c3sc(C)nc3C)nc12,pIC50,8.96,JAK3
7415,NC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.36,TYK2
5946,Cc1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,pIC50,7.43,JAK2
4167,CN1CCN(CCCN2CCC(n3cc(NC(=O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C1=O,pKi,10.22,JAK2
7240,c1cc2c(ncn3nnc(C4CCC(CN5CCOCC5)CC4)c23)[nH]1,pIC50,7.03,JAK2
8507,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)OCC2CCOCC2)CC1,pIC50,6.84,JAK2
4604,CN1Cc2ccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2C1,pIC50,6.96,JAK1
1071,CC(C)Nc1cc(-c2c(N)nn3cccnc23)ncn1,pIC50,6.68,JAK1
9113,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21,pIC50,8.52,JAK1
9272,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2ccc3[nH]ccc3c2)CC1,pIC50,7.51,JAK2
2512,CCOC(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.36,JAK2
4075,CN1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,pIC50,6.51,JAK2
800,CC(C)(COC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1)n1cccn1,pIC50,7.57,JAK1
8024,N#CCc1cccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)c1,pIC50,8.22,JAK1
2102,CCC(C)n1cc(-c2ccn(C)n2)c2[nH]nc(N)c2c1=O,pIC50,7.28,JAK1
3834,COC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.66,JAK3
8395,Fc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,8.03,JAK1
4777,COC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.6,JAK3
3045,CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5ccc(C#N)cc5)cccn4n3)cc2)CC1,pIC50,8.41,JAK2
2977,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(S(C)(=O)=O)s3)nc21,pIC50,7.28,JAK3
385,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(OC(=O)C(C)(C)C)C2)CC1,pIC50,10.64,JAK3
7441,O=C(CNC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)NCC(F)(F)F,pIC50,7.1,JAK2
4278,COc1ccccc1Nc1cc[nH]c(=O)c1C(=O)Nc1ccc(N2CCN(C)CC2)cc1,pKi,8.05,JAK2
8326,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccc(F)cc2)CC1,pIC50,9.7,JAK1
1357,CC(Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,pIC50,6.84,JAK3
9821,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)Cc2ccc(C(F)(F)F)cc2)CC1,pIC50,6.44,JAK2
8521,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2ccc(F)cn2)CC1,pIC50,7.14,JAK2
5318,CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,7.7,JAK1
7234,OCCN1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,6.7,JAK2
1066,CC(C)NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.06,JAK1
3734,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)(c3ccccc3)C2)CC1,pIC50,8.72,JAK1
8989,Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)nc1,pIC50,6.17,JAK3
5657,CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4cccc(N5CCOCC5)c4)nc23)c1,pIC50,6.74,JAK1
8021,N#CCC(C1CC1)n1cc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,pIC50,6.4,JAK2
5548,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(OCCN5CCCC5)cc4)nn23)cc1,pIC50,8.68,JAK2
4328,CN1CCN(c2ccc(Nc3nc4c(Nc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,7.1,JAK3
1343,CC(Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,pIC50,7.11,JAK2
1285,CC(NCCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1)c1ccccc1,pKi,9.52,JAK1
8650,N#CC1CC(NCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,pIC50,9.82,JAK1
9092,N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,pIC50,7.21,TYK2
745,CC(C)(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C1CC1,pIC50,9.82,JAK1
7578,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,pKi,6.0,JAK2
2483,CCNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,pIC50,6.88,JAK1
8204,N#CCc1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,7.96,JAK1
9199,FC1(F)Oc2ccc(NCC3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)cc2O1,pIC50,6.28,TYK2
530,CC(C)(C)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3cc(Cl)nc(Cl)c3)n2)CC1,pIC50,9.0,JAK1
5752,Cc1nn(C)cc1-c1cn2ncc(C(N)=O)c(NC3CN(C(=O)C4(C#N)CC4)CC3C)c2n1,pIC50,9.22,JAK1
5066,COc1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,pIC50,7.15,JAK1
786,CC(C)(CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)CNS(C)(=O)=O,pKi,6.3,JAK3
1566,CC1(O)CCCC1Nc1c(C(N)=O)cnn2cccc12,pIC50,7.38,JAK1
3197,CN(C)C1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)C1,pKi,10.97,JAK1
1219,CC(C#N)Cn1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,6.28,JAK2
7921,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2coc(c2)COC1,pIC50,7.17,JAK2
3749,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(COCc3cccnc3)C2)CC1,pIC50,7.71,JAK1
5591,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(C5CCN(CC(N)=O)CC5)c4)nc23)cc1,pIC50,7.69,JAK1
8772,N#CCC1(COC(=O)N2CCC(C#N)C(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)CC1,pIC50,9.15,JAK1
9182,O=C1NCc2c1c1c3cc(CO)ccc3n3c1c1c2c2cc(CO)ccc2n1CC(CO)C3,pIC50,7.85,JAK3
6755,NC(=O)c1cnc2[nH]ccc2c1NC1C2CC3CC1CC(O)(C3)C2,pIC50,9.15,JAK1
6725,N#CC1CCCC1Nc1nc(N2CCOCC2)nc2c(=O)[nH]ccc12,pKi,6.42,JAK1
10202,O=C(CCN1CCOCC1)c1ccc2ccc3ccccc3c2c1,pIC50,6.3,JAK3
3814,COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.15,JAK2
5546,CS(=O)(=O)c1ccc(-c2cccc3nc(Nc4ccc(N5CCOCC5)cc4)nn23)cc1,pIC50,7.75,JAK1
6047,Cc1cc(NC(=O)c2cnn3ccc(Nc4cccc(C(F)(F)F)c4)nc23)on1,pKi,7.02,JAK3
2036,CC1CN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1S(C)(=O)=O,pIC50,7.98,JAK1
7278,c1cc2c(ncn3nnc(C4CCC(CNC56CC(C5)C6)CC4)c23)[nH]1,pIC50,6.23,TYK2
1854,CC1CCCCC1n1c(=O)[nH]c2cnc3[nH]ccc3c21,pIC50,8.52,JAK3
1859,CC1CCCCN1c1nn(CC(C)(C)O)cc1NC(=O)c1cnn2cccnc12,pKi,7.58,JAK2
3704,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(S(=O)(=O)CC3CC3)C2)CC1,pIC50,7.97,JAK1
8303,FC(F)(F)Sc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.66,JAK3
9403,Clc1cnc2nc1NCc1cccc(c1)OCc1cccc(c1)N2,pIC50,6.4,TYK2
4119,CN1CCC(c2cccc(Nc3nc4c(-c5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,pIC50,6.08,JAK3
356,CC(OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1)C(F)(F)F,pIC50,9.1,JAK1
5660,CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4ccccc4)nc23)c1,pIC50,6.32,JAK1
9732,O=C(OCc1ccccc1)N1CCCC(c2ncn3cnc4[nH]ccc4c23)C1,pIC50,6.89,JAK2
6944,O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCCC1,pIC50,6.74,JAK3
154,CC(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1,pIC50,8.0,JAK3
707,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(NC(=O)OC(C)(C)C)C2)CC1,pIC50,8.84,JAK3
6907,O=C1c2cnc3[nH]ccc3c2N(C2CCC(CNS(=O)(=O)C3CC3)CC2)CN1CC(F)(F)F,pIC50,7.14,JAK3
1910,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,pKi,9.62,JAK3
3312,CN(C)c1ccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)cc1,pIC50,7.15,JAK2
