,SMILES,measurement_type,measurement_value,Kinase_name
3719,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)C(O)C2)CC1,pIC50,8.37,JAK1
3721,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(CO)(CCO)C2)CC1,pIC50,7.34,JAK2
3741,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(CC#N)C2)CC1,pIC50,8.42,JAK3
3744,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(CO)C2)CC1,pIC50,8.54,JAK3
3745,COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.65,JAK2
3748,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(COCc3cccnc3)C2)CC1,pIC50,7.49,JAK2
3754,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(Cc3cnccn3)C2)CC1,pIC50,7.54,JAK2
3755,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(Cc3cnccn3)C2)CC1,pIC50,7.7,JAK1
3769,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(OCC(=O)N3CCCC3)C2)CC1,pIC50,7.53,JAK2
3775,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(S(C)(=O)=O)C2)CC1,pIC50,7.57,JAK2
3777,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(S(C)(=O)=O)C2)CC1,pIC50,8.53,JAK3
3778,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(S(=O)(=O)CCc3ccccc3)C2)CC1,pIC50,7.78,JAK2
3780,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(S(=O)(=O)CCc3ccccc3)C2)CC1,pIC50,8.32,JAK3
3785,COc1ccccc1CS(=O)(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.35,JAK1
3796,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(c3ncccn3)C2)CC1,pIC50,8.24,JAK2
3800,COCCC1(C(N)=O)CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,8.8,JAK1
3801,COCCC1(C(N)=O)CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,8.8,JAK3
3803,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)(c3ccccc3)CC2)CC1,pIC50,8.3,JAK1
3805,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(C#N)CC2)CC1,pIC50,7.17,JAK2
3807,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(C#N)CC2)CC1,pIC50,7.78,JAK3
3812,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(CO)CC2)CC1,pIC50,7.96,JAK1
3815,COCC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.89,JAK1
3830,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)CC2)CC1,pIC50,8.04,JAK1
3832,COC1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,6.97,JAK2
3839,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC2)CC1,pIC50,7.84,JAK1
3846,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(C#N)C2)CC1,pIC50,8.57,JAK3
3848,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(C(N)=O)C2)CC1,pIC50,8.19,JAK1
3849,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(C(N)=O)C2)CC1,pIC50,8.19,JAK3
3852,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(C(=O)O)C2)CC1,pIC50,8.67,JAK3
3860,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(CO)C2)CC1,pIC50,8.62,JAK1
3869,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(CS(N)(=O)=O)C2)CC1,pIC50,8.51,JAK1
3880,COC1CCCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.63,JAK2
3890,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(OP(=O)(O)O)C2)CC1,pIC50,10.58,JAK1
3895,COCC1CCCN1S(=O)(=O)CC1CCC(N(C)c2ncnc3[nH]ccc23)CC1,pIC50,7.25,JAK2
3897,COCC1CCCN1S(=O)(=O)CC1CCC(N(C)c2ncnc3[nH]ccc23)CC1,pIC50,8.02,JAK3
3904,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCN(c3ncccc3C#N)CC2)CC1,pIC50,7.75,JAK2
3906,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCN(c3ncccc3C#N)CC2)CC1,pIC50,7.92,JAK3
3912,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCN(c3ccccn3)CC2)CC1,pIC50,8.07,JAK3
3921,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)NC2CCC2)CC1,pIC50,6.13,JAK3
3933,CN(c1cc2cn[nH]c2cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK1
3938,CN(c1ccc(C#N)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
3941,CN(c1ccc(F)cc1)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.96,JAK1
3943,CN(c1ccc(S(=O)(=O)C(F)(F)F)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
3945,CN(c1ccc(-c2cccn3nc(Nc4ccc(CN5CCS(=O)(=O)CC5)cc4)nc23)cc1)S(C)(=O)=O,pIC50,9.57,JAK2
3948,CN(c1ccc(C(=O)NC2c3ccccc3CC2O)cc1F)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
3954,CN(c1ccc(Br)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,9.26,JAK2
3966,CN(c1ccc(S(=O)(=O)N2CCOCC2)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,9.26,JAK2
3970,CN(c1ccc(S(=O)(=O)NC2CCOCC2)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,9.26,JAK2
3974,CN(c1ccc(S(=O)(=O)NCC2CCCO2)cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
3978,CN(c1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1)S(C)(=O)=O,pIC50,10.05,JAK2
3981,CN(c1cccc(-c2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)c1)S(C)(=O)=O,pIC50,6.49,JAK3
3983,CN(c1ccccc1)C1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,10.1,JAK1
3986,CN(c1ccccc1CNc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,pIC50,6.46,JAK3
3988,CN(c1ccccc1CNc1cccn2nc(Nc3ccc4cnccc4c3)nc12)S(C)(=O)=O,pIC50,6.93,JAK2
3990,CN(c1ccccc1-c1cc(Cl)c2cnc(Nc3ccc(C4CCN(CC(N)=O)CC4)cc3)nn12)S(C)(=O)=O,pIC50,8.6,JAK2
3994,CN(c1ccnc(C#N)c1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
3997,COc1nsc(NC(=O)N2CC3CC(N(C)c4ccnc5[nH]ccc45)CC3C2)n1,pIC50,7.64,JAK1
3998,CN(c1ccncn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,9.26,JAK2
4010,CN1CC2(C1)CN(C(=O)Cn1cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n1)C2,pKi,8.89,JAK2
4013,CN1CC2C(C1)C(c1ccccc1)N(C(=O)Cn1cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n1)C2CO,pKi,8.96,JAK1
4018,CN1CC2CN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2(c2ccccc2)C1,pKi,9.66,JAK2
4020,CN1CC2CN(C(=O)Cn3cc(NC(=O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2C1,pKi,9.55,JAK2
4034,CN1CC=CCCOc2cc(ccn2)-c2ccnc(n2)Nc2cccc(c2)C1,pIC50,7.19,TYK2
4042,CN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(N3CCOCC3)c(c2)C1,pIC50,7.31,JAK2
4056,CN1CC=CCOCc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,pIC50,6.15,TYK2
4059,CN1CC=CCOCc2ccc(o2)-c2ccnc(n2)Nc2cccc(c2)C1,pIC50,6.09,JAK2
4063,COCCOc1ccc2cc1CN(C)CC=CCOCc1ccc(s1)-c1ccnc(n1)N2,pIC50,7.48,JAK2
4065,COCCOc1ccc2cc1CN(C)CC=CCOCc1ccc(s1)-c1ccnc(n1)N2,pIC50,7.48,TYK2
4079,CN1CCC(Nc2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pKi,10.9,JAK1
4080,CN1CCC(Nc2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pIC50,10.6,JAK3
4084,CN1CCC(c2ccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.94,JAK2
4099,CN1CCC(c2ccc(Nc3nc4c(Nc5ccccc5CS(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.09,JAK3
4104,CN1CCC(c2ccc(Nc3nc4c(Nc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.78,JAK1
4106,CN1CCC(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2)CC1,pIC50,8.96,JAK2
4113,CN1CCC(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,pIC50,7.37,JAK1
4127,CN1CCC2(CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C1,pKi,9.25,JAK1
4131,CN1CCC2(CC1)CCN(C(=O)Cn1cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n1)C2,pKi,9.27,JAK1
4135,CN1CCC2(CC1)CN(C(=O)Cn1cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n1)CCO2,pKi,8.83,JAK1
4136,CN1CCC2C(CCN2C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.17,JAK2
4142,CN1CCC2CN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CCC21,pKi,9.17,JAK2
4148,CN1CCCC(n2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.82,JAK2
4154,CN1CCCC1C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,pIC50,6.32,JAK3
4157,CN1CCCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.24,JAK2
4162,CN1CCN(C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C(=O)C1,pKi,9.44,JAK1
4169,CN1CCN(CCCN2CCC(n3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)C1=O,pKi,9.64,JAK2
4175,CN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.03,JAK2
4178,CN1CCN(C(=O)c2ccc(-c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)cc2)CC1,pKi,9.03,JAK1
4191,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)c1,pIC50,8.37,JAK2
4202,CN1CCN(CC=CCn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.02,JAK2
4203,CN1CCN(CC=CCn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.89,JAK1
4204,CN1CCN(CCOC(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)CC1,pIC50,6.5,JAK2
4210,CN1CCN(Cc2ccc(Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)cc2)CC1,pIC50,8.77,JAK2
4224,CN1CCN(Cc2cccc(Nc3nccc(-c4ccc(NS(C)(=O)=O)cc4)n3)c2)CC1,pIC50,6.02,JAK3
4230,C=CC(=O)Nc1cccc(CNc2nc(Nc3cc(F)c(N4CCN(C)CC4)cc3F)ncc2Cl)c1,pIC50,8.34,JAK1
4238,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,pIC50,7.17,JAK2
4239,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,pIC50,6.92,JAK1
4254,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Br)c1,pIC50,8.64,JAK3
4255,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2C(F)(F)F)c1,pIC50,7.74,JAK1
4262,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2OC)c1,pIC50,7.51,JAK3
4265,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(NCc2cccc(NC(=O)C=CCN)c2)n1,pIC50,7.19,JAK1
4266,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(NCc2cccc(NC(=O)C=CCN)c2)n1,pIC50,7.19,JAK3
4270,C=CC(=O)Nc1cccc(CSc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1,pIC50,7.92,JAK3
4271,C=CC(=O)Nc1cccc(CNc2ccnc(Nc3ccc(N4CCN(C)CC4)cc3OC)n2)c1,pIC50,6.65,JAK1
4277,CN1CCN(c2ccc(NC(=O)Nc3nc4cccc(-c5cccc(S(C)(=O)=O)c5)n4n3)cc2)CC1,pIC50,6.64,JAK2
4289,CN1CCN(c2ccc(Nc3nc4c(CCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.66,JAK2
4291,CN1CCN(c2ccc(Nc3nc4c(CCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.18,JAK3
4293,CN1CCN(c2ccc(Nc3nc4c(N(C)Cc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.36,JAK1
4301,CN1CCN(c2ccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.24,JAK1
4318,CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.27,JAK1
4319,CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.27,JAK3
4320,CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5CS(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,7.66,JAK2
4323,CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,8.08,JAK2
4334,CN1CCN(c2ccc(Nc3nc4c(OCc5ccccc5C#N)cccn4n3)cc2)CC1,pIC50,6.49,JAK1
4339,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,pIC50,7.5,JAK2
4346,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(CS(C)(=O)=O)cc5)cccn4n3)cc2)CC1,pIC50,8.82,JAK1
4351,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2)CC1,pIC50,8.62,JAK2
4355,CN1CCN(c2ccc(Nc3nc4c(-c5ccc(S(=O)(=O)N(C)C)cc5)cccn4n3)cc2)CC1,pIC50,7.48,JAK1
4358,CN1CCN(c2ccc(Nc3nc4c(-c5cccc(CN(C)S(C)(=O)=O)c5)cccn4n3)cc2)CC1,pIC50,6.9,JAK1
4362,CN1CCN(c2ccc(Nc3nc4c(-c5cccc(N(C)S(C)(=O)=O)c5)cccn4n3)cc2)CC1,pIC50,6.76,JAK3
4368,COc1ccccc1-c1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,pIC50,7.0,JAK3
4371,CN1CCN(c2ccc(Nc3nc4cccc(-c5ccc(CN6CCS(=O)(=O)CC6)cc5)n4n3)cc2)CC1,pIC50,7.83,JAK3
4377,CN1CCN(c2ccc(Nc3nc4cccc(-c5ccc(S(C)(=O)=O)cc5)n4n3)cc2)CC1,pIC50,7.0,JAK1
4382,CN1CCN(c2ccc(Nc3nc4cccc(-c5cccc(S(C)(=O)=O)c5)n4n3)cc2)CC1,pIC50,8.04,JAK2
4384,CN1CCN(c2ccc(Nc3nc4cccc(-c5cccc(S(C)(=O)=O)c5)n4n3)cc2)CC1,pIC50,6.86,JAK1
4391,CN1CCN(c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2)CC1,pKi,8.6,JAK2
4398,CN1CCN(c2ccc(Nc3ncc4[nH]nc(-c5ccccc5)c4n3)cc2)CC1,pIC50,7.01,JAK1
4407,C=CC(=O)Nc1cccc(Cn2ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,pIC50,9.15,JAK3
4409,CN1CCN(c2ccc(Nc3nccc(-c4cc5c(o4)CCN(C(=O)CC#N)C5)n3)cc2)CC1,pIC50,7.27,JAK1
4416,CN1CCN(c2ccc(Nc3nccc(-c4ccc(C(=O)NCC#N)cc4)n3)cc2)CC1,pIC50,6.72,JAK3
4433,CN1CCN(c2ccc(-c3cnc4cccc(-c5cc(F)c(CN6CCS(=O)(=O)CC6)c(F)c5)c4n3)cn2)CC1,pIC50,7.07,TYK2
4439,CN1CCN(c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccc(CN5CCOCC5)c(Cl)c4)cc23)CC1,pIC50,6.71,TYK2
4446,CN1CCN(c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccccc4)cc23)CC1,pIC50,6.85,JAK1
4458,CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,pIC50,7.18,JAK2
4460,CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,pIC50,6.28,JAK3
4466,CN1CCN(c2cccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,pIC50,7.11,JAK2
4467,CN1CCN(c2cccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)c2)CC1,pIC50,6.19,JAK1
4469,CN1CCN(c2cccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)c2)CC1,pIC50,6.34,JAK2
4474,CN1CCN(c2cccc(Nc3nc4c(OCc5cccc(Cl)c5)cccn4n3)c2)CC1,pIC50,7.0,JAK2
4482,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(F)cc5)cccn4n3)c2)CC1,pIC50,6.31,JAK1
4486,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(N(C)S(C)(=O)=O)cc5)cccn4n3)c2)CC1,pIC50,7.59,JAK3
4487,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(N6CCC(N7CCN(C)CC7)CC6)cc5)cccn4n3)c2)CC1,pIC50,7.35,JAK2
4490,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(P(C)(C)=O)cc5)cccn4n3)c2)CC1,pIC50,6.72,JAK3
4491,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,pIC50,8.89,JAK2
4493,CN1CCN(c2cccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)c2)CC1,pIC50,7.07,JAK3
4497,CN1CCN(c2cccc(Nc3nc4c(-c5cccc(S(C)(=O)=O)c5)cccn4n3)c2)CC1,pIC50,8.19,JAK2
4498,CN1CCN(c2cccc(Nc3nc4c(-c5cccc(S(C)(=O)=O)c5)cccn4n3)c2)CC1,pIC50,6.68,JAK1
4501,COc1ccccc1-c1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,pIC50,6.66,JAK1
4505,CN1CCN(c2cccc(Nc3nc4c(-c5cnn(-c6ccc(F)cc6)c5)cccn4n3)c2)CC1,pIC50,6.82,JAK3
4507,CN1CCN(c2cccc(Nc3nc4cccc(-c5ccc(CN6CCS(=O)(=O)CC6)cc5)n4n3)c2)CC1,pIC50,7.42,JAK1
4513,COc1ccc(Nc2nc3c(N4CCN(C)CC4)cccn3n2)cc1,pIC50,6.36,JAK2
4517,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,pKi,6.2,JAK3
4522,CN1CCN(c2ncc(-c3cnc4[nH]ccc4n3)c(NC3CCCN(S(C)(=O)=O)C3)n2)CC1,pKi,10.98,JAK3
4523,CN1CCN(C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1=O,pKi,9.08,JAK2
4528,CN1CN(C2CCC(C(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.3,JAK1
4533,CN1CN(C2CCC(CF)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.42,TYK2
4534,CN1CN(C2CCC(CF)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.62,JAK3
4537,CN(CC#N)CC1CCC(N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,6.62,TYK2
4540,CN(CC1CCC(N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,8.82,JAK1
4542,CN(CC1CCC(N2CN(C)C(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,8.05,JAK3
4547,CN1CN(C2CCC(CN3CC(O)C3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.37,JAK2
4550,CN1CN(C2CCC(CN3CC(O)C3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.72,JAK3
4552,CN1CN(C2CCC(CN3CCCS3(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,9.42,JAK1
4557,CN1CN(C2CCC(CN3CCN(CCC#N)CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.04,TYK2
4561,CN1CN(C2CCC(CNC3(C#N)CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.23,JAK3
4566,CN1CN(C2CCC(CNC3CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.15,JAK2
4567,CN1CN(C2CCC(CNC3CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.89,JAK1
4569,CN1CN(C2CCC(CNC3CC3)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.54,JAK3
4570,CN1CN(C2CCC(CNCC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.74,JAK2
4573,CN1CN(C2CCC(CNCC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.37,JAK3
4583,CN1CN(C2CCC(CNS(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,9.19,JAK1
4587,CN1CN(C2CCC(CNS(=O)(=O)CC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,9.38,JAK1
4588,CN1CN(C2CCC(CNS(=O)(=O)CC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.59,TYK2
4590,CN1CN(C2CCC(COCCC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.72,JAK2
4598,CN1Cc2cc(Nc3nn(C(CC#N)C4CC4)cc3C(N)=O)ccc2C1=O,pIC50,7.64,JAK2
4605,CN1Cc2ccc(Nc3nc4c(NCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2C1,pIC50,6.96,JAK3
4607,CN1Cc2ccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2C1,pIC50,6.51,JAK1
4608,CN1Cc2ccc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)cc2C1,pIC50,6.51,JAK3
4615,CN1C(=O)Cc2cc(Nc3nc4c(NCc5cccnc5N(C)S(C)(=O)=O)cccn4n3)ccc21,pIC50,6.54,JAK1
4622,CNC(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.35,JAK2
4623,CNC(=O)C1CCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)CC1,pIC50,7.66,JAK1
4636,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,pKi,6.89,JAK2
4639,CNC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,pKi,7.2,JAK3
4642,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ccn1,pKi,6.2,JAK2
4644,CNC(=O)c1ccc(Nc2nn(C(CC#N)C3CC3)cc2C(N)=O)cc1,pIC50,8.7,JAK1
4645,CNC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,pIC50,8.15,JAK2
4655,CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,pIC50,7.51,JAK2
4656,CNC(=O)c1cnc(N)c2cc(-c3ccc(N4CCOCC4)cc3)sc12,pIC50,6.68,JAK1
4657,CNC(=O)c1cnc(N)c2cc(-c3ccc(OC(F)(F)F)cc3)sc12,pIC50,7.92,JAK2
